Part Number,Use for,Capacitance,Tolerance,Size(inch/mm),Rated Vdc,TCC,T Size Max,Features
CL10B222KB8NNW,General,2.2nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL03A222KQ3NNW,General,2.2nF, +/-10%,0201/0603,6.3Vdc,X5R,0.33mm,Features Normal
CL05A222KA5NNW,General,2.2nF, +/-10%,0402/1005,25Vdc,X5R,0.55mm,Features Normal
CL31B222KIFNNN,General,2.2nF, +/-10%,1206/3216,1000Vdc,X7R,1.4mm,Features Normal
CL31B222KCCNNW,General,2.2nF, +/-10%,1206/3216,100Vdc,X7R,1mm,Features Normal
CL31B222KGFNFN,General,2.2nF, +/-10%,1206/3216,500Vdc,X7R,1.4mm,Features Normal
CL03B222KQ3NNN,General,2.2nF, +/-10%,0201/0603,6.3Vdc,X7R,0.33mm,Features Normal
CL05B222KB5NNN,General,2.2nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05B222JB5NNN,General,2.2nF, +/-5%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL10C222JB8N4N,General,2.2nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C222JB8NNN,General,2.2nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10B222KB8SFN,General,2.2nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B222KB8ZNN,General,2.2nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B222KB8NNN,General,2.2nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B222JB8NNW,General,2.2nF, +/-5%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B202KB8NNW,General,2nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B202KB8NNN,General,2nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10C182JB8NFN,General,1.8nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL32C182JHHNNN,General,1.8nF, +/-5%,1210/3225,630Vdc,C0G,1.8mm,Features Normal
CL10C182JO8NNW,General,1.8nF, +/-5%,0603/1608,16Vdc,C0G,0.9mm,Features Normal
CL10B182KB8NFN,General,1.8nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL31C182JHHNNN,General,1.8nF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL10C182JO8NNN,General,1.8nF, +/-5%,0603/1608,16Vdc,C0G,0.9mm,Features Normal
CL10C182JB8N4N,General,1.8nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05B182KB5NNN,General,1.8nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL03B182KA3NNN,General,1.8nF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL10B182KB8N4N,General,1.8nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B182KB8NNW,General,1.8nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL32C182JBFNNN,General,1.8nF, +/-5%,1210/3225,50Vdc,C0G,1.45mm,Features Normal
CL32C182JGHNNW,General,1.8nF, +/-5%,1210/3225,500Vdc,C0G,1.8mm,Features Normal
CL31C182JBCNNN,General,1.8nF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C182JBCNNW,General,1.8nF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL32C182JBFNNW,General,1.8nF, +/-5%,1210/3225,50Vdc,C0G,1.45mm,Features Normal
CL32C182JGHNNN,General,1.8nF, +/-5%,1210/3225,500Vdc,C0G,1.8mm,Features Normal
CL05B182KB5NNW,General,1.8nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL10C182JB8NNN,General,1.8nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C182JBHNNW,General,1.8nF, +/-5%,1206/3216,50Vdc,C0G,1.8mm,Features Normal
CL10C182JB8NNW,General,1.8nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03B152MB3NNN,General,1.5nF, +/-20%,0201/0603,50Vdc,X7R,0.33mm,Features Normal
CL10C152GA8NNW,General,1.5nF, +/-2%,0603/1608,25Vdc,C0G,0.9mm,Features Normal
CL10C152JB8NNN,General,1.5nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C152JB8NNW,General,1.5nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10B152KB8NNN,General,1.5nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B152KB8NNW,General,1.5nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL31B152KBCNNW,General,1.5nF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL31B152KGFNNW,General,1.5nF, +/-10%,1206/3216,500Vdc,X7R,1.4mm,Features Normal
CL31B152KHFNNW,General,1.5nF, +/-10%,1206/3216,630Vdc,X7R,1.4mm,Features Normal
CL31C152JBCNNW,General,1.5nF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL03B152KA3NNW,General,1.5nF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL10C152JB8NFN,General,1.5nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03B152KP3NNW,General,1.5nF, +/-10%,0201/0603,10Vdc,X7R,0.33mm,Features Normal
CL03A152KP3NNW,General,1.5nF, +/-10%,0201/0603,10Vdc,X5R,0.33mm,Features Normal
CL10B152JB8N4N,General,1.5nF, +/-5%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B152KB8NFN,General,1.5nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B152KB8SFN,General,1.5nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL31B152KBCNNN,General,1.5nF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL31C152JHHNNN,General,1.5nF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL05B152KB5NNW,General,1.5nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL03B152KO3NNW,General,1.5nF, +/-10%,0201/0603,16Vdc,X7R,0.33mm,Features Normal
CL10B152KB8N4N,General,1.5nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL05B152KA5NNW,General,1.5nF, +/-10%,0402/1005,25Vdc,X7R,0.55mm,Features Normal
CL31B152KGFNFN,General,1.5nF, +/-10%,1206/3216,500Vdc,X7R,1.4mm,Features Normal
CL31C152JBCNNN,General,1.5nF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C152JCCNNW,General,1.5nF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL05B152KA5NNN,General,1.5nF, +/-10%,0402/1005,25Vdc,X7R,0.55mm,Features Normal
CL31B152KIFNFN,General,1.5nF, +/-10%,1206/3216,1000Vdc,X7R,1.4mm,Features Normal
CL03B152KQ3NNW,General,1.5nF, +/-10%,0201/0603,6.3Vdc,X7R,0.33mm,Features Normal
CL31C152GBCNNW,General,1.5nF, +/-2%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C152JCCNNN,General,1.5nF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL31C152JHHNFN,General,1.5nF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL10B152KC8NNN,General,1.5nF, +/-10%,0603/1608,100Vdc,X7R,0.9mm,Features Normal
CL10B152KC8NNW,General,1.5nF, +/-10%,0603/1608,100Vdc,X7R,0.9mm,Features Normal
CL31B152KIFNNW,General,1.5nF, +/-10%,1206/3216,1000Vdc,X7R,1.4mm,Features Normal
CL31B152KHFNFN,General,1.5nF, +/-10%,1206/3216,630Vdc,X7R,1.4mm,Features Normal
CL03B152KP3NNN,General,1.5nF, +/-10%,0201/0603,10Vdc,X7R,0.33mm,Features Normal
CL05B152JB5NNN,General,1.5nF, +/-5%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05B152JB5NNW,General,1.5nF, +/-5%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL31C152JHHNNW,General,1.5nF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL05B152KB5NNN,General,1.5nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL31B152KCFNNW,General,1.5nF, +/-10%,1206/3216,100Vdc,X7R,1.4mm,Features Normal
CL31B152KGFNNN,General,1.5nF, +/-10%,1206/3216,500Vdc,X7R,1.4mm,Features Normal
CL03B122KP3NNW,General,1.2nF, +/-10%,0201/0603,10Vdc,X7R,0.33mm,Features Normal
CL10B122KB8NFN,General,1.2nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL05B122KB5NNW,General,1.2nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL10C122JB8N4N,General,1.2nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C122JB8NFN,General,1.2nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C122JBCNNN,General,1.2nF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C122JHHNNW,General,1.2nF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL31C122JBHNNW,General,1.2nF, +/-5%,1206/3216,50Vdc,C0G,1.8mm,Features Normal
CL10C122JB8NNW,General,1.2nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03A122KO3NNW,General,1.2nF, +/-10%,0201/0603,16Vdc,X5R,0.33mm,Features Normal
CL10B122KB8NNW,General,1.2nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL05B122JB5NNN,General,1.2nF, +/-5%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL10B122KB8N4N,General,1.2nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL31C122JBCNNW,General,1.2nF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C122JHHNNN,General,1.2nF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL10B122KB8NNN,General,1.2nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10C122JB8NNN,General,1.2nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05B122JB5NNW,General,1.2nF, +/-5%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL10C122JA8NNW,General,1.2nF, +/-5%,0603/1608,25Vdc,C0G,0.9mm,Features Normal
CL05C102JB5NNW,General,1nF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C102JO5NNN,General,1nF, +/-5%,0402/1005,16Vdc,C0G,0.55mm,Features Normal
CL31B102KHFNNW,General,1nF, +/-10%,1206/3216,630Vdc,X7R,1.4mm,Features Normal
CL03C102JB3NNW,General,1nF, +/-5%,0201/0603,50Vdc,C0G,0.33mm,Features Normal
CL10B102JB8NNW,General,1nF, +/-5%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10C102JC8NNN,General,1nF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL10B102KB8NNW,General,1nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL31B102KDCNNN,General,1nF, +/-10%,1206/3216,200Vdc,X7R,1mm,Features Normal
CL31B102KGFNFN,General,1nF, +/-10%,1206/3216,500Vdc,X7R,1.4mm,Features Normal
CL10B102MB8NNW,General,1nF, +/-20%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL03B102JA3NNN,General,1nF, +/-5%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL03B102JA3NNW,General,1nF, +/-5%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL05B102JB5NNN,General,1nF, +/-5%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05A102KQ5NNW,General,1nF, +/-10%,0402/1005,6.3Vdc,X5R,0.55mm,Features Normal
CL05B102KB5NCN,General,1nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL10C102JO8NNW,General,1nF, +/-5%,0603/1608,16Vdc,C0G,0.9mm,Features Normal
CL10C102JC8NNW,General,1nF, +/-5%,0603/1608,100Vdc,C0G,0.9mm,Features Normal
CL10B102KB8NFN,General,1nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10C102GB8NNW,General,1nF, +/-2%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10B102KB8SFN,General,1nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10C102FB8NNW,General,1nF, +/-1%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31B102KHFSFN,General,1nF, +/-10%,1206/3216,630Vdc,X7R,1.4mm,Features Normal
CL05C102JA5NFN,General,1nF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL03B102KO3NNN,General,1nF, +/-10%,0201/0603,16Vdc,X7R,0.33mm,Features Normal
CL03A102KA3NNW,General,1nF, +/-10%,0201/0603,25Vdc,X5R,0.33mm,Features Normal
CL31C102JHHNNN,General,1nF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL05B102KB5NNW,General,1nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL31B102JJHNNN,General,1nF, +/-5%,1206/3216,2000Vdc,X7R,1.8mm,Features Normal
CL31B102KDCNNW,General,1nF, +/-10%,1206/3216,200Vdc,X7R,1mm,Features Normal
CL31B102KGFNNN,General,1nF, +/-10%,1206/3216,500Vdc,X7R,1.4mm,Features Normal
CL31B102KHFNFN,General,1nF, +/-10%,1206/3216,630Vdc,X7R,1.4mm,Features Normal
CL31B102KHFSNW,General,1nF, +/-10%,1206/3216,630Vdc,X7R,1.4mm,Features Normal
CL31C102KCCNNW,General,1nF, +/-10%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL31C102JGHNFN,General,1nF, +/-5%,1206/3216,500Vdc,C0G,1.8mm,Features Normal
CL31C102JGHNNW,General,1nF, +/-5%,1206/3216,500Vdc,C0G,1.8mm,Features Normal
CL05B102KA5NNW,General,1nF, +/-10%,0402/1005,25Vdc,X7R,0.55mm,Features Normal
CL05A102KO5NNW,General,1nF, +/-10%,0402/1005,16Vdc,X5R,0.55mm,Features Normal
CL31C102JDFNNW,General,1nF, +/-5%,1206/3216,200Vdc,C0G,1.4mm,Features Normal
CL31B102KBCNNW,General,1nF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL31B102KCCNNW,General,1nF, +/-10%,1206/3216,100Vdc,X7R,1mm,Features Normal
CL31C102JHHNW6,General,1nF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL31C102JIHNNN,General,1nF, +/-5%,1206/3216,1000Vdc,C0G,1.8mm,Features Normal
CL31C102JIHNNW,General,1nF, +/-5%,1206/3216,1000Vdc,C0G,1.8mm,Features Normal
CL10C102JB8NFN,General,1nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C102JA8NNW,General,1nF, +/-5%,0603/1608,25Vdc,C0G,0.9mm,Features Normal
CL05C102JO5NNW,General,1nF, +/-5%,0402/1005,16Vdc,C0G,0.55mm,Features Normal
CL05C102GA5NNN,General,1nF, +/-2%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL31C102JHMLNW,General,1nF, +/-5%,1206/3216,630Vdc,C0G,1.3mm,Features Normal
CL31C102JDFNNN,General,1nF, +/-5%,1206/3216,200Vdc,C0G,1.4mm,Features Normal
CL05C102FB5NNW,General,1nF, +/-1%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C102JC5NNN,General,1nF, +/-5%,0402/1005,100Vdc,C0G,0.55mm,Features Normal
CL31B102KIFNFN,General,1nF, +/-10%,1206/3216,1000Vdc,X7R,1.4mm,Features Normal
CL31B102KJHNNW,General,1nF, +/-10%,1206/3216,2000Vdc,X7R,1.8mm,Features Normal
CL31B102KBCNNN,General,1nF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL10C102JB8NNW,General,1nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C102JHMLNN,General,1nF, +/-5%,1206/3216,630Vdc,C0G,1.3mm,Features Normal
CL03B102KA3NNN,General,1nF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL31C102JHHNFN,General,1nF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL05C102JA5NNW,General,1nF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL05C102JB5NNN,General,1nF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10B102KC8NFN,General,1nF, +/-10%,0603/1608,100Vdc,X7R,0.9mm,Features Normal
CL31B102KCFNNW,General,1nF, +/-10%,1206/3216,100Vdc,X7R,1.4mm,Features Normal
CL05B102KQ5NNW,General,1nF, +/-10%,0402/1005,6.3Vdc,X7R,0.55mm,Features Normal
CL03B102KA3NNW,General,1nF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL31C102JCCNNW,General,1nF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL31C102JIHN4N,General,1nF, +/-5%,1206/3216,1000Vdc,C0G,1.8mm,Features Normal
CL32B102KJFNNW,General,1nF, +/-10%,1210/3225,2000Vdc,X7R,1.45mm,Features Normal
CL31C102JBCNNW,General,1nF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL10B102KC8NNN,General,1nF, +/-10%,0603/1608,100Vdc,X7R,0.9mm,Features Normal
CL10B102KC8NNW,General,1nF, +/-10%,0603/1608,100Vdc,X7R,0.9mm,Features Normal
CL05A102KA5NNW,General,1nF, +/-10%,0402/1005,25Vdc,X5R,0.55mm,Features Normal
CL05A102KB5NNW,General,1nF, +/-10%,0402/1005,50Vdc,X5R,0.55mm,Features Normal
CL31B102KIFNNN,General,1nF, +/-10%,1206/3216,1000Vdc,X7R,1.4mm,Features Normal
CL31B102KIFNNW,General,1nF, +/-10%,1206/3216,1000Vdc,X7R,1.4mm,Features Normal
CL31B102KJHNNN,General,1nF, +/-10%,1206/3216,2000Vdc,X7R,1.8mm,Features Normal
CL31B102KGFNNW,General,1nF, +/-10%,1206/3216,500Vdc,X7R,1.4mm,Features Normal
CL10C102JB8NNN,General,1nF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C102JO8NNN,General,1nF, +/-5%,0603/1608,16Vdc,C0G,0.9mm,Features Normal
CL10B102KB8NNN,General,1nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL05C102JB5N4N,General,1nF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL31C102JHHNNW,General,1nF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL03B102KO3NNW,General,1nF, +/-10%,0201/0603,16Vdc,X7R,0.33mm,Features Normal
CL03B102KP3NNN,General,1nF, +/-10%,0201/0603,10Vdc,X7R,0.33mm,Features Normal
CL05B102JB5NNW,General,1nF, +/-5%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL10B102KB8N4N,General,1nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B102KB8NCN,General,1nF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B102JB8NFN,General,1nF, +/-5%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10C102JA8N4N,General,1nF, +/-5%,0603/1608,25Vdc,C0G,0.9mm,Features Normal
CL10C102JA8NFN,General,1nF, +/-5%,0603/1608,25Vdc,C0G,0.9mm,Features Normal
CL10C102JA8NNN,General,1nF, +/-5%,0603/1608,25Vdc,C0G,0.9mm,Features Normal
CL05A102KP5NNW,General,1nF, +/-10%,0402/1005,10Vdc,X5R,0.55mm,Features Normal
CL05B102KB5NFN,General,1nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05B102KB5NNN,General,1nF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05B102KO5NNW,General,1nF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL05C821JB5NNW,General,820pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10B821KB8NNW,General,820pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10C821JB8NNW,General,820pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C821JB8NFN,General,820pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03B821KO3NNN,General,820pF, +/-10%,0201/0603,16Vdc,X7R,0.33mm,Features Normal
CL05B821KB5NNW,General,820pF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL31C821JBCNNW,General,820pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C821JGHNNW,General,820pF, +/-5%,1206/3216,500Vdc,C0G,1.8mm,Features Normal
CL31C821JGHNNN,General,820pF, +/-5%,1206/3216,500Vdc,C0G,1.8mm,Features Normal
CL05B821KO5NNW,General,820pF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL05C821JA5NNW,General,820pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL31C821JBCNNN,General,820pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL10C821JA8NNN,General,820pF, +/-5%,0603/1608,25Vdc,C0G,0.9mm,Features Normal
CL03B821KA3NNW,General,820pF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL31C821JHHNNW,General,820pF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL05B821KO5NNN,General,820pF, +/-10%,0402/1005,16Vdc,X7R,0.55mm,Features Normal
CL10C821JB8N4N,General,820pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C821JCCNNW,General,820pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL31C821JHHNNN,General,820pF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL10B821KB8N4N,General,820pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL05C821JB5NNN,General,820pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C821JB5N4N,General,820pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL10C821JA8NNW,General,820pF, +/-5%,0603/1608,25Vdc,C0G,0.9mm,Features Normal
CL03B821KO3NNW,General,820pF, +/-10%,0201/0603,16Vdc,X7R,0.33mm,Features Normal
CL10C751JB8NNN,General,750pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C751JB8NNW,General,750pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03B681KA3NNN,General,680pF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL10B681JB8NNW,General,680pF, +/-5%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B681KB8NFN,General,680pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B681KB8NNW,General,680pF, +/-10%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL31B681KBCNNW,General,680pF, +/-10%,1206/3216,50Vdc,X7R,1mm,Features Normal
CL31B681KHFNNW,General,680pF, +/-10%,1206/3216,630Vdc,X7R,1.4mm,Features Normal
CL05B681JB5NNW,General,680pF, +/-5%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL05C681JB5NNN,General,680pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05C681JB5NNW,General,680pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL32C681JGFNNW,General,680pF, +/-5%,1210/3225,500Vdc,C0G,1.45mm,Features Normal
CL10C681JB8NFN,General,680pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL10C681JB8NNN,General,680pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL05B681KB5NNW,General,680pF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL03A681KA3NNW,General,680pF, +/-10%,0201/0603,25Vdc,X5R,0.33mm,Features Normal
CL31C681JGHNFN,General,680pF, +/-5%,1206/3216,500Vdc,C0G,1.8mm,Features Normal
CL10C681JA8NNW,General,680pF, +/-5%,0603/1608,25Vdc,C0G,0.9mm,Features Normal
CL31B681KIFNNN,General,680pF, +/-10%,1206/3216,1000Vdc,X7R,1.4mm,Features Normal
CL31B681KGFNNN,General,680pF, +/-10%,1206/3216,500Vdc,X7R,1.4mm,Features Normal
CL31B681KGFNNW,General,680pF, +/-10%,1206/3216,500Vdc,X7R,1.4mm,Features Normal
CL31B681KCFNNW,General,680pF, +/-10%,1206/3216,100Vdc,X7R,1.4mm,Features Normal
CL05B681KB5NNN,General,680pF, +/-10%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL31C681JCCNNW,General,680pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL31C681JHHNFN,General,680pF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL31C681JBCNNW,General,680pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL31C681JCCNNN,General,680pF, +/-5%,1206/3216,100Vdc,C0G,1mm,Features Normal
CL05C681JB5NFN,General,680pF, +/-5%,0402/1005,50Vdc,C0G,0.55mm,Features Normal
CL05B681JB5NNN,General,680pF, +/-5%,0402/1005,50Vdc,X7R,0.55mm,Features Normal
CL31C681JBCNNN,General,680pF, +/-5%,1206/3216,50Vdc,C0G,1mm,Features Normal
CL10C681JB8N4N,General,680pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL03B681KO3NNW,General,680pF, +/-10%,0201/0603,16Vdc,X7R,0.33mm,Features Normal
CL32C681JGFNNN,General,680pF, +/-5%,1210/3225,500Vdc,C0G,1.45mm,Features Normal
CL31B681KIFNNW,General,680pF, +/-10%,1206/3216,1000Vdc,X7R,1.4mm,Features Normal
CL05C681JA5NNW,General,680pF, +/-5%,0402/1005,25Vdc,C0G,0.55mm,Features Normal
CL31C681JGHNNW,General,680pF, +/-5%,1206/3216,500Vdc,C0G,1.8mm,Features Normal
CL31C681JHHNNW,General,680pF, +/-5%,1206/3216,630Vdc,C0G,1.8mm,Features Normal
CL31C681JIFN4N,General,680pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL31C681JIFNNW,General,680pF, +/-5%,1206/3216,1000Vdc,C0G,1.4mm,Features Normal
CL10B681JB8NNN,General,680pF, +/-5%,0603/1608,50Vdc,X7R,0.9mm,Features Normal
CL10B681KC8NNW,General,680pF, +/-10%,0603/1608,100Vdc,X7R,0.9mm,Features Normal
CL31B681KHFNNN,General,680pF, +/-10%,1206/3216,630Vdc,X7R,1.4mm,Features Normal
CL03B681KA3NNW,General,680pF, +/-10%,0201/0603,25Vdc,X7R,0.33mm,Features Normal
CL10C681JB8NNW,General,680pF, +/-5%,0603/1608,50Vdc,C0G,0.9mm,Features Normal
CL31C681JGHNNN,General,680pF, +/-5%,1206/3216,500Vdc,C0G,1.8mm,Features Normal
CL10C681JA8NNN,General,680pF, +/-5%,0603/1608,25Vdc,C0G,0.9mm,Features Normal
